BusinessID,Name,Cuisine,Address,Coordinates,NumberOfReviews,Rating,ZipCode
IYlO-XRwjZlUl0yoKY87cA,Cagen,Japanese,414 E 9th St,"40.72779, -73.98417",232,4.0,10009
1gilEr7_arMJNKgfFO__0w,Neta Shari,Japanese,1718 86th St,"40.608116, -74.004501",119,4.5,11214
h3iF9MVyPyQuLNdfKxFXHA,Izakaya Kumade,Japanese,412 Bergen Blvd,"40.84451, -73.98592",122,3.5,07650
lN5tiN-4eBNeh8F0zcI6Hw,Fuyu Ramen,Japanese,4617 Queens Blvd,"40.7434146, -73.9182384",217,4.5,11104
TbZ7mJqWuyJycLPNDrbY6A,Ishi Omakase & Premium Sake,Japanese,70 5th Ave,"40.68099, -73.97752",39,5.0,11217
HEAce8qlh0OOOLNpAcX10A,MOMO CURRY,Japanese,101 Liberty St,"40.7096522, -74.0112896",18,3.5,10007
IAAMu9TfVLopuSSiqQeqhg,Mazete,Japanese,666 6th Ave,"40.741263, -73.993641",65,4.0,10010
GknCLz8E_mC211psEX8lYg,Sushi Zo | New York,Japanese,88 W 3rd St,"40.7297821044922, -73.9992218017578",120,4.5,10012
ol_PK3GSRPi5F2KMV95a-Q,Rt60,Japanese,159 W 48th St,"40.75966367408829, -73.9834541",16,4.0,10036
D65eObUbArHu6UiQsUasgw,HinoMaru Ramen,Japanese,33-18 Ditmars Blvd,"40.774889916651, -73.9092001318932",955,4.0,11105
snJZrvebNxanqMmWPhqndg,Sashimi Express II,Japanese,223 E 74th St,"40.77068, -73.95849",162,4.5,10021
6tJB7AWwVzccgJdOMWUYkQ,Samurai Sushi,Japanese,245 Paterson Ave,"40.8339891469313, -74.0975059568882",418,4.5,07073
2df-xQAswinocvoXMg1glQ,Karls Balls,Japanese,,"40.7988472, -73.96797943",66,4.5,10025
nJh1ioLcN6XBQEstR6x9yw,Dai Hachi Sushi,Japanese,46-18 Vernon Blvd,"40.74633, -73.95319",269,4.5,11101
fDeC90b2ZqPQClL62jOUmw,Omakase Room by Mitsu,Japanese,14 Christopher St,"40.73382, -74.00042",214,4.5,10014
KWUbRuU_BevKsXlbZhMbjw,Shinpi Omakase,Japanese,121 Madison Ave,"40.745301, -73.984527",2,5.0,10016
PheLrJdZdNrlI6owvy3MGA,Koi Revolving Sushi Restaurant,Japanese,200 Baychester Ave,"40.864137, -73.82767",10,3.5,10475
Vax8zZArgIYvnXfjqX_DxA,Saito,Japanese,72 Kenmare St,"40.720996162669245, -73.99643929796302",31,4.0,10012
eEfscQIXLMVvyv79Kr4Ujg,Tabletime,Japanese,20 E 42nd St,"40.75292, -73.98027",86,4.0,10017
jwO3r6QVi_h9KxUFYetKuQ,Miyako Sushi,Japanese,642 Amsterdam Ave,"40.79116, -73.97288",273,3.5,10025
c94UwCKd_S1J_ikT0a6mTA,Kuro-Obi at UrbanSpace Vanderbilt,Japanese,230 Park Ave,"40.7543721, -73.9761826",89,3.0,10169
axTCrGR81rZg2D64a89HfA,Studio 151,Japanese,151 Ave C,"40.725658, -73.978034",47,3.5,10009
Zq1eGIz-7lw0001wX0CldA,Ramen Danbo,Japanese,48 Carmine St,"40.72989504586994, -74.00346801294498",92,4.5,10014
KGD7hsGHd3KpiEGOApZLvQ,Mikaku Sushi,Japanese,85 Kenmare St,"40.72136, -73.99675",176,3.5,10012
01isnBO1rFO2LTOeNfYl9w,Hillstone Restaurant,Japanese,378 Park Ave S,"40.742666939835374, -73.98484186646938",1117,4.0,10010
Gg3heBdQQ9Wr03icYIaIQA,Kobe Sushi,Japanese,1472 York Ave,"40.77077, -73.95066",157,4.0,10075
3F5Te2h746DJKg-IOsIYDg,Sushi By Sea,Japanese,,"40.83126691506769, -74.01459780075078",3,5.0,07657
cLxp5gIPWIhmvpmdPo7BsA,969 NYC Coffee,Japanese,37-61 80th St,"40.74779, -73.88553",384,4.5,11372
dX3EgCZzY17GZC_ob5DsfA,Dragon Sushi,Japanese,2072 Frederick Douglass Blvd,"40.80194, -73.95694",36,4.0,10026
MM5i395oQHBP-9XtJrsO3A,Tokyo Hibachi Asian Cuisine & Buffet,Japanese,700 Plaza Dr,"40.7862203603794, -74.0456456185952",351,2.5,07094
1_JEFOI19hAu3VoODcTUvw,Shinsen,Japanese,44 Bowery,"40.71558, -73.9967",320,4.0,10013
HC18oDJ2svQoXIddP-wuyw,Wasan Brooklyn,Japanese,440 Bergen St,"40.6812605, -73.9768418",288,4.0,11217
bm3WszJYdWF4LHfEGwC_Qg,ICCA Sushi,Japanese,9 Mt Vernon St,"40.8571141975, -74.0274684504",57,5.0,07660
VxMT2lqRY9wZOxVaXupltQ,Okozushi,Japanese,376 Graham Ave,"40.71565, -73.9444",51,4.0,11211
g9IFea9brBr8j8awcdOBOw,Chopped Parsley,Japanese,500 W 146th St,"40.82593, -73.94742",135,4.5,10031
3Eh4izXRuOsO6UwoxkDsew,Minato by Porto Salvo,Japanese,407 East 161st St,"40.824272, -73.913345",5,5.0,10451
oMDKIzPJWkh99UuUP_4ikg,MI-NE Deli,Japanese,496 6th Ave,"40.73623, -73.99723",12,4.5,10011
Ijj0f_cejfxTUr2Er8B67Q,Shokudo Japanese Ramen + Udon,Japanese,61 14th St,"40.752947, -74.025627",4,4.0,07030
GlZKE1IrwfezpV_ZCvQWZA,Jc Sushi House 21,Japanese,243 Elm St,"40.72705, -74.16002",146,4.5,07105
0lZeHrKy9DLfBxek_oR3Kg,Yama,Japanese,122 E 17th St,"40.73590516663025, -73.98767988956808",453,3.5,10003
m4LsYh1uad-k6Bfyd4bIrA,Bamboo Ya,Japanese,69-12 Austin St,"40.72149, -73.84905",222,4.0,11375
uVHa8BktK6jjYTaSxra-sg,Nizi Sushi,Japanese,340 Paterson Ave,"40.83685047231717, -74.09954948609212",707,4.5,07073
JOx3YqU_o7FJftN_Pg0hOQ,Asian Shokudo,Japanese,529 Anderson Ave,"40.82268273746453, -73.99008940349927",3,4.5,07010
modTogi2UZRnoGTk82nRDQ,Yamagata,Japanese,1636 Palisades Ave,"40.8499380422188, -73.9685426460327",220,4.0,07024
JiFp_mv7OgRonaWb-1n96A,52nd Sushi,Japanese,5221 Roosevelt Ave,"40.7445907592773, -73.9116134643555",131,4.0,11377
vfTCDSUqWMqDQwjk4Fh7gg,Ramen Goku,Japanese,435 Park Ave S,"40.744241, -73.983168",129,4.0,10016
4TQMO6AaKSXHMbKvGAf-gg,Llama San,Japanese,359 6th Ave,"40.73225, -74.00078",304,4.0,10014
-xQldFYgkMmCAVRIbRnDwg,Hapon Japanese Restaurant,Japanese,211 E 43rd St,"40.751378635162226, -73.97300006646107",5,3.5,10017
iAEjcL9hdTZNqcdrKl6iDQ,Ramen Spot,Japanese,4512 23rd St,"40.74660022436131, -73.94567877668491",59,4.5,11101
loXvaVYhzOO3xTYzntlVBg,Yuri Sushi House,Japanese,374 W 46th St,"40.7608, -73.99059",116,4.0,10036
veNf_j4ap7sNMYKtRvhIEg,Kaiten Zushi,Japanese,276 5th Ave,"40.745893, -73.986936",52,3.0,10001
BCg5O26hQnVX7OOepNLK6w,Blue Ribbon Sushi Bar at Hudson Eats,Japanese,225 Liberty St,"40.71239405599477, -74.015424",160,3.5,10281
fHHpSKT9u7PQBYaMW5cEkA,Trad Room,Japanese,266 Malcolm X Blvd,"40.68391, -73.929419",151,4.5,11233
Z7gHAR1j_hjdxoWO7kYgeQ,Okinawa Sushi Restaurant,Japanese,400 Newark St,"40.737554, -74.037218",410,4.0,07030
jplPyiAUcDhFasdqozSnEA,sushi AMANE,Japanese,245 E 44th St,"40.75157, -73.97172",88,4.0,10017
WH1GI4cj44DxPiRWMG96bQ,Nakahara Japanese Restaurant,Japanese,299 Broad Ave,"40.861163, -73.988058",156,4.0,07605
M2bvOwAbCjLUvMbAF6h3-w,Sapporo Ichiban,Japanese,622 Manhattan Ave,"40.723678, -73.950462",288,4.0,11222
neccHiLwwGeMUVRXSC7q_A,Hide-Chan Ramen - West Side,Japanese,314 W 53rd St,"40.7643263, -73.9854547",267,4.0,10019
LOZ0SaAh2uAMkRD47j6bhQ,Wakuwaku,Japanese,269 36th St,"40.6559047, -74.0067754",98,3.5,11232
eQFev6AKW5AHz7P6jt0Giw,The Gallery,Japanese,17 West 20th St,"40.74041082164817, -73.9921624",14,4.0,10011
-ovTikSyvxtMnCEI6hiceg,Sushi Aoki,Japanese,215 Main St,"40.851453, -73.970736",53,5.0,07024
mZOsij0jxAUF3HM8rRMlFQ,Japonica,Japanese,90 University Pl,"40.7338075, -73.99315464322089",171,3.5,10003
uiPuKLlg8nGZ22qYO-EnMw,Aburi Sushi Bar,Japanese,769 Grand St,"40.712052, -73.9424949",161,4.0,11211
t0QiUrtnUmg2YN5PDH98OA,Sushidelic,Japanese,177 Lafayette St,"40.720354, -73.998579",18,2.5,10013
-SMrRnKHeDqJdqlOc1pWVQ,Menya Sandaime,Japanese,570 Washington Blvd,"40.7286772826315, -74.0341662615538",153,3.5,07310
wlgM8cU6BOm2sLGud-n-rw,MOKO,Japanese,138 2nd Ave,"40.72881491876874, -73.987158",222,4.0,10003
1tee7X0yLzMmEYvyLLTSMw,Nikutei Futago,Japanese,341 W Broadway,"40.72256, -74.00345",3,5.0,10013
4UXwPdVdaMJx1xWNNBlWNQ,Katsune Donkatsu Cafe,Japanese,1400 Anderson Ave,"40.84558017806659, -73.978595619292",195,4.5,07024
SzwwGNWVLbx5qHyEsjbNyg,Sushi Spot,Japanese,226 E 78th St,"40.77312, -73.95688",2,5.0,10075
YpIedbRiIE30QCGJiTx0ng,Ondo Omakase,Japanese,301 Elizabeth St,"40.72494, -73.993408",32,4.5,10012
xYDays-olVw50rdusxW5Rw,Wanpaku,Japanese,621 Manhattan Ave,"40.72355, -73.95092",151,4.0,11222
NlgC8TjNuf8sy6qg2xpqsQ,Yuka Japanese Restaurant,Japanese,1557 2nd Ave,"40.77463, -73.95447",637,3.5,10028
bB8dHfAEJrF5tNcHr0yJjA,Gyu-Kaku Japanese BBQ,Japanese,34 Cooper Sq,"40.72822, -73.99142",1805,4.0,10003
daqoTgWT411Rhl5h92BcqA,Ginger Grill,Japanese,5008 Bergenline Ave,"40.7831045221492, -74.0207290649414",49,4.0,07093
sFMqY1YNfKf1XGDTeVq94w,Bondi Sushi,Japanese,2052 Broadway,"40.7773212, -73.9818065",5,4.0,10023
ak-EOiPVe9bnSnKXAVHNgg,The Japanese Pop-Up Restaurant,Japanese,2900 Southern Blvd,"40.8626682096216, -73.8806020461249",2,5.0,10458
9ZNxYreHqLSsI48s2IohUw,Sushi Suite 1001,Japanese,32 E 32nd St,"40.746052, -73.98345",136,4.5,10016
1QBkR2jKEMYj5ACMUIx_bA,The Den,Japanese,428 Greenwich St,"40.722428, -74.009961",2,5.0,10013
ju9xMjMszBX73gck9LFmxA,Jin Ramen -  Hamilton Heights,Japanese,3599 Broadway,"40.82833, -73.94937",21,4.0,10031
IsCVV0EmG6NXsV2RIYbZCw,Azuki Japanese Restaurant,Japanese,520 8th Ave,"40.75357639508275, -73.99225607672119",182,3.0,10018
2txI-FAVf7q0SHNPcnjm7Q,Longevousjoy,Japanese,6610 Bay Pkwy,"40.61312, -73.98246",345,3.5,11204
W0YGwDTYRjUCBgtpqHXSAg,IWak,Japanese,340 Grand St,"40.71244591155105, -73.95622518519129",68,5.0,11211
6EArjn_iacj-yGVLTKWuEQ,Fushimi Williamsburg,Japanese,475 Driggs Ave,"40.718827, -73.954131",812,4.0,11211
FFzCto6PhZYZGUZLOICbTg,Okiboru House of Tsukemen,Japanese,117 Orchard St,"40.719348, -73.989706",287,4.5,10002
ubCFsHLAG_xZupEbCny7vA,Beat Mazesoba,Japanese,161-23 Crocheron Ave,"40.76263, -73.80405",356,4.5,11358
MK2ceJ1VNpbIVJOv04BAqw,Masuda Omakase,Japanese,1385 Broadway,"40.75273964664135, -73.98757789999999",4,5.0,10018
gPdLcLmIFGsztd3TuuMTNQ,Tamashii Gold,Japanese,40-9 Bell Blvd,"40.7640128, -73.7709259",124,4.0,11361
JRmQRFEEnSUdAcesHun9AQ,ICHIRAN - Brooklyn,Japanese,374 Johnson Ave,"40.707587, -73.933271",1362,4.0,11206
BCGZ-0WSLEuLviYJuUXWjg,Sushi Fussion 47th NYC,Japanese,26 W 47th St,"40.7567771106107, -73.9791343733668",16,4.5,10036
skIF77R0hzf-a182aVk4gQ,Geisha Asian Fusion,Japanese,4186 Broadway,"40.84799, -73.93765",46,4.0,10033
WRzKLJSCBo3mpMxaFf7IpQ,Tsujita NJ Artisan Noodles,Japanese,2034 Lemoine Ave,"40.852356745020494, -73.96909856159829",91,4.0,07024
p7HH7fLzx_H1y2hkttYxtg,Robongi,Japanese,520 Washington St,"40.74293, -74.02955",519,3.5,07030
6gcGQJ20q0J-ODZ6srB3Ow,Bai Sushi,Japanese,37-03 Broadway,"40.7597841, -73.9202394",270,4.0,11103
V58g7E1AHkuTchTVyLQuYQ,Saigon Grill & Bar,Japanese,4521 Ave N,"40.61883, -73.93099",297,4.0,11234
m1LMuSbxtps7WNGM38scWA,A-un Brooklyn,Japanese,156 Knickerbocker Ave,"40.70416, -73.92799",19,4.5,11237
AYsKRbXx1U9OR-OCTCWWhw,Tomo21 Sushi,Japanese,172 Thompson St,"40.7277, -74.00016",43,4.0,10012
a7rM-AOM7_xi8AlWX-Thkg,Oita NYC,Japanese,833 Union St,"40.675012, -73.976204",359,4.5,11215
VaL9GaBR_GR-q9d1VzJF3g,SUteiShi,Japanese,24 Peck Slip,"40.70788, -74.00194",619,4.0,10038
a2d4o5-w_6cRbg1WqQVZ8Q,Nigiri,Japanese,95 Greene St,"40.715512869223126, -74.03605077387424",3,5.0,07302
YvVghK9tWo80Mgcm9VTAcg,Sushi Kai,Japanese,206 Main St,"40.851141, -73.970528",82,4.0,07024
tT6teP3ZfCAfvdPdDoqG4A,Ki Sushi,Japanese,122 Smith St,"40.68764, -73.9901",778,4.0,11201
Jwa9ibcOtv42oNpqdE7z8A,Ani Ramen House,Japanese,218 Newark Ave,"40.72234, -74.04699",792,4.0,07302
C83_0TlJdnKSKwkaH62DKA,Japan Express,Japanese,E 71st St,"40.768702, -73.960223",13,4.5,10021
4OFUY9fen74A8UOHWD9LQA,Akai Lounge,Japanese,11 N Dean St,"40.893970489502, -73.9738922119141",183,4.0,07631
QoEopgcby68Pyv1l52yiBg,Menya Sandaime,Japanese,1638 Parker Ave,"40.84977583979959, -73.96776474745488",845,4.0,07024
EIz02P72cWwv5Dgi846Kaw,Aasira Japanese Restaurant,Japanese,692 3rd Ave,"40.7518883, -73.9740219",1,5.0,10017
cZAh6BzEeMI5fofWeDvuhw,Sake Bar Satsko,Japanese,202 E 7th St,"40.72445, -73.9802799",176,4.0,10009
kPU4ctTBxWpZT_JB2lH7FQ,Sushi by Bou Flatiron,Japanese,922 Broadway,"40.73992, -73.9894",13,3.5,10010
fodZOSMMVFK_vBQ8h-FxSA,BentOn,Japanese,38-40 Crescent St,"40.75497, -73.93692",7,4.0,11101
w3CHmfkPc5K7MzYfBmyrNQ,BOHO's Kitchen,Japanese,152 Orchard St,"40.72072, -73.98864",7,4.5,10002
2YkqGzOldh-gcSSFkvP44Q,MIGHTY Bowl,Japanese,120 Macdougal St,"40.72986, -74.00049",268,4.0,10012
S1yH5vdJh2L2UIb7zJ2OHg,Mito,Japanese,64-18 108th St,"40.732351, -73.849774",469,4.0,11375
-kLlgcwT_Sf8Riq8wziVeA,Sushi Seki - Chelsea,Japanese,208 W 23rd St,"40.7442322, -73.996266",196,4.0,10011
vHs2lZOqcyuv5uO-OOs_Sg,To Date Japanese Food,Japanese,768 57th St,"40.637337, -74.008481",74,4.5,11220
IS94JDTcq_WedBcj6P4qpQ,Sushi on Jones,Japanese,210 W 10th St,"40.73399, -74.00418",278,4.0,10014
wUu9WcGjP8KS6KlpARChyQ,Gyu-Kaku Japanese BBQ,Japanese,4052 Main St,"40.758159, -73.829822",773,4.5,11354
cevkTGf4vX_IBU_bGlz9ww,Ubu,Japanese,205 Hudson St,"40.738641, -74.0292022",113,3.5,07030
lKmTolO1DHmStA1GW47Zvg,Misoya - West Village,Japanese,535 Hudson St,"40.734482710365285, -74.00639780193957",28,4.5,10014
b1JGw9Qpo4PiV5kOhl4fIQ,East Hana JC,Japanese,103 Montgomery St,"40.71675572250252, -74.038962",191,4.5,07302
o0G_zp_XgP6Pr-WY4LLHLQ,Omen Azen,Japanese,113 Thompson St,"40.726, -74.00196",115,3.5,10012
D-E4HgANyW_PFEOLzTsLvw,Takumi Omakase,Japanese,181 Essex St,"40.7218841, -73.9866691",172,4.5,10002
nnSyjwIkhbJIBMiBtch_BQ,Kimoto Rooftop,Japanese,228 Duffield St,"40.6915156530047, -73.9846554",737,3.0,11201
QC8mHsBNu_PFEWI7eDmyLw,Elly’s Pastry,Japanese,11 E 32nd St,"40.74699334569398, -73.9844542",24,4.0,10016
A2bJrFPo42rwXyxFB6f92A,Sansan Ramen,Japanese,41-07 Crescent St,"40.75195, -73.93909",26,4.0,11101
jt-0y4RJ20ONbkxxNWG_Sw,New Mizu Sushi,Japanese,350 E 9th St,"40.7283, -73.98538",243,4.5,10003
ff5YMRmcsYYRL7P4j70SpQ,Ginza Japanese Cuisine,Japanese,251 E 35th St,"40.74562, -73.97557",1,5.0,10016
e7waIGDxL87Y2GXA-oK2Yw,Senshi Ramen,Japanese,100 Pearl St,"40.70426587096305, -74.00971724900641",36,4.5,10004
d8qCvlsG3jwxQPZc_OGogQ,Hibino,Japanese,333 Henry St,"40.69017, -73.99637",423,4.0,11201
dskDbpvA0hI_7RjtoL6IKA,SUGARFISH | Soho,Japanese,202 Spring St,"40.725117, -74.003685",281,4.0,10012
kkVutuFSHhCd2Xtm_0ia2A,Sushi Kai - East Village,Japanese,332 E 9th St,"40.728498, -73.98615",154,4.5,10003
MZefspjixvG5cjXbOHhAIA,Gyu Ichiro,Japanese,135 Bowery,"40.71873088762488, -73.99448859269363",5,4.0,10002
I4Z8vyaZjbD2aS5xoMeF8Q,Kiku Japanese Restaurant,Japanese,50 W 55th St,"40.7623443603516, -73.9770812988281",128,3.0,10019
03-WCL7HaShHkS5kAk6lVg,Otafuku,Japanese,218 E 10th St,"40.729250519566506, -73.98579596787887",508,3.5,10003
jR09vZmJnwKPw4DyMxgwnw,Sushi on Jones,Japanese,348 Bowery,"40.72664, -73.99202",503,4.0,10012
5qF6oqYOeivUbsVf1MsQAA,Aoyu Sushi,Japanese,3532 A Johnson Ave,"40.8860150724649, -73.9098029583693",312,4.5,10463
0zpYCNSsGOo6j7s0j1AKWg,Go Go Curry Queens Express,Japanese,43-31 33rd St,"40.74535, -73.93141",6,2.0,11101
QW1czVOqwkNet53Km_BIyQ,Tataki Japanese Restaurant,Japanese,3 Lispenard St,"40.72067, -74.00486",183,3.5,10013
Z-YWIhrQXdyuxbyWIewtWw,Osaka Sushi,Japanese,1041 Morris Park Ave,"40.84886, -73.85499",9,4.0,10461
LjAt-SP7BwIpp56TZHVsWA,Uotora,Japanese,1075 Bergen St,"40.676369, -73.950486",124,4.5,11216
N4WEbI9W78ImgZVFDX-bXA,Curiosity By Intrinsic,Japanese,161 Midland Ave,"40.76918535965322, -74.1416849",13,4.5,07032
OyVJMY9U75HGP5RK24Y54A,Fins and Scales,Japanese,10 E 8th St,"40.73186, -73.99566",4,5.0,10003
YDcm61sM_BP_FKmFLgoPAw,Ohana,Japanese,500 City Island Ave,"40.85233, -73.78896",176,3.0,10464
alFl7eiu6Go-YxZAdp88Fw,Go! Go! Curry!,Japanese,12 John Street,"40.709869, -74.009124",408,4.0,10038
NqwwyMMXIS-JnwdDQBQT9A,Bazár Tapas Bar & Restaurant,Japanese,31 W 26th St,"40.74444436676065, -73.990068",763,4.0,10010
kIXRfa42eX1J8rnLgMGt9A,Mito,Japanese,210-35 26th Ave,"40.7777335, -73.7797385",161,3.5,11360
47r2XzhXKcbPIb785mvK3g,Bada Story,Japanese,799 Abott Blvd,"40.831503, -73.9829498",207,4.0,07024
jpUSESI6aJs0nYixt87QEA,Bedford Gardens Restaurant ,Japanese,172 Bedford Ave,"40.71859823882674, -73.95708234467799",50,4.5,11249
ElFVjpPTej8ji4eIFbld6g,Haku,Japanese,1047 2nd Ave,"40.7582499, -73.96633",45,3.5,10022
Pfjb9Rn5Th7R-pLXVARwlA,Jin Ramen,Japanese,3183 Broadway,"40.81539, -73.95885",1164,4.0,10027
GwiS0UvrlhqqJcH9keu-PQ,Zurutto Ramen & Gyoza Bar,Japanese,732 Amsterdam Ave,"40.79377401262641, -73.97084135056936",4,4.0,10025
xUr3Mc_g-cwTBkVunTifPA,The Bazaar By José Andrés,Japanese,35 W 28th St,"40.74557, -73.98903",17,3.5,10001
JXTQTVH6ItQek5vmiDYYIA,Teriyaki One,Japanese,5805 Bergenline Ave,"40.7879313731364, -74.0174406766891",25,3.0,07093
jva4AMX7zRkNsY3DKX9LlQ,Harajuku Sushi and Crepe,Japanese,,"40.7491302490234, -73.9923629760742",14,5.0,10001
1VulIvaA95_ZjBIs1O0sxQ,Brooklyn Ball Factory,Japanese,95 Montrose Ave,"40.7072338027948, -73.9458661779097",166,4.0,11206
F426WgYFkWA4nVuf70V2Hg,Zurutto Ramen & Gyoza Bar,Japanese,990 2nd Ave,"40.75628478816628, -73.9671898",13,4.0,10022
P6lp4sbzK29yQAMnEqe9dA,Rockmeisha,Japanese,11 Barrow St,"40.7325636, -74.0024582",186,3.5,10014
Nukulm8uVSjn0zMWk_u4IA,Sushi-Ann Restaurant,Japanese,38 E 51st St,"40.7580919, -73.9745541",134,3.5,10022
L949I6aMoUEpaY-dr-SJNw,Dragon Sushi,Japanese,1264 Amsterdam Ave,"40.811043, -73.958387",44,3.5,10027
D9sVruGgjWFo7ABSBaMSmw,Arigato,Japanese,1034 River Rd,"40.83007, -73.97232",421,3.5,07020
P_RNungaIf6FZdzEWkoQ0g,Sakura of Japan,Japanese,29 John St,"40.709761, -74.008546",166,3.5,10038
NUFdHBhmlzJAZv0IpYuOoA,Sushi Tokyo Chelsea,Japanese,121 W 19th St,"40.74081, -73.99509",51,4.0,10011
RRAlr3s1BcZPQdS0uHrFEw,Hudson Pot,Japanese,595 River Rd,"40.81627, -73.97983",56,3.5,07020
73ORfmj4Et2DVWtroer50g,Hane Sushi,Japanese,346 1st Ave,"40.734726770853, -73.9797846661456",371,3.5,10009
MQway2v2b2Qyjr8ThZdakQ,Ninja Sushi,Japanese,75 Washington Ave,"40.808914, -74.147081",335,4.5,07110
OIWOxeZ-nCMGmuSRTA8jDw,Taikun Sushi,Japanese,79 Delancey St,"40.71887, -73.99003",40,5.0,10002
wH2hXRoFORQXF319oCGmWw,Sweets Laboratory by Hanamizuki,Japanese,143 W 29th St,"40.747539, -73.991601",121,4.0,10001
fv6gZQw8jUYUzGx_fYdI-g,MakiMaki Sushi,Japanese,360 Lexington Ave,"40.7504, -73.97698",62,4.0,10017
xTt0A8bfOB7XZUFbnEdR0A,Tomo Sushi - Grill,Japanese,642 Mclean Ave,"40.9091545055549, -73.8787972927094",180,4.0,10705
L4BUS3_op2N9RMIgxe009Q,Menya Jiro - New York,Japanese,156 E 45th St,"40.75279, -73.97352",5,3.0,10017
ximYJ5yL5XEPoDx4NqayTQ,Sakura,Japanese,124 Fifth Ave,"40.91284, -73.80861",109,4.0,10803
fj8rRvhQu8nMpQFhogFuYA,Kura Revolving Sushi Bar,Japanese,133-36 37th Ave,"40.76046, -73.83388",3,5.0,11354
AFt1Qcec4_JNr6PWpkRYyw,Sushi Lin Brooklyn,Japanese,335 Flatbush Ave,"40.677786, -73.972591",343,4.5,11217
jRZ3SuJ--vimE47dna3J7Q,Hannosuke,Japanese,595 River Rd,"40.81617969251635, -73.9798458527666",155,3.5,07020
PguEjQ8qQycoGQ6iC32Nlw,Miyama,Japanese,349 St Nicholas Ave,"40.70051, -73.90949",4,5.0,11385
s0Klxfd2XRZSrATjzEimBg,GAN-HOO BBQ,Japanese,3702 Main St,"40.76124, -73.83151",663,4.5,11354
HUKn7SlSjYtemmPiGLnD2w,Rice Kitchen,Japanese,204 Spring St,"40.725166, -74.003712",173,5.0,10012
G4wEio98s2cR7nvXGqkj_A,Sushi By Bou Astoria,Japanese,41-17 Broadway,"40.7584544, -73.9174967",10,4.5,11103
2ua5kZUhVz25m7_iFOdwtQ,Yuki Hana Japanese Restaurant,Japanese,375 Liberty St,"40.855569, -74.042561",264,3.5,07643
9z2lUyfzZV8b2rkkiwSM4g,ABC Cocina,Japanese,38 E 19th St,"40.738005, -73.989251",997,4.0,10003
0gPXct_l_82phIEoKdtWZw,RYUJIN,Japanese,513 Grand St,"40.711178187852, -73.9506256676857",351,4.0,11211
SUHJfh7H2NiQx8c5OWoAyQ,Sushi Yashin,Japanese,381 5th Ave,"40.6708328473989, -73.9847132950057",247,4.0,11215
KxOAVoyJ55G-gEQqhnBpAQ,Daigo Handroll Bar,Japanese,445 Albee Sq,"40.690884, -73.982863",129,4.5,11201
KUQC0yJiwVRnxCYuF9IGfw,Sushi 456,Japanese,456 Hudson St,"40.7313524, -74.0065048",60,4.5,10014
BYmQjQiBpfII13dksYeTKw,Yellowtail Japanese Bistro,Japanese,17 Park Ave,"40.828028, -74.101921",194,4.0,07070
qiw9Kgsu5YVGrQL_OeDmcQ,Hide-Chan Ramen,Japanese,248 E 52nd St,"40.75613, -73.9682",1387,3.5,10022
3BYgbjo8MtaIyLZMdTxrOQ,Geisha Sushi,Japanese,3468 Broadway,"40.8241613, -73.9519775",482,4.0,10031
SOf2LXzd-C9r58hvwCLLrQ,Sushi Muse,Japanese,17 W 20th St,"40.740451, -73.992138",11,3.5,10011
7nQZ0wzkQNQSvRLGYyIMmw,Muteki Ramen,Japanese,533 Washington St,"40.743207, -74.028869",133,4.5,07030
-CqjsDWXz1-9vuZPNaO8eA,Banzai Sushi & Hibachi,Japanese,294 Stuyvesant Ave,"40.813571, -74.12661",5,4.0,07071
kA0z_4_TG_kYfCPXDzbmBw,Shogun Hibachi,Japanese,111-16 Queens Blvd,"40.7181533187701, -73.8374032882996",180,4.0,11375
6S3dRxa8n9L-OzZ-5h-q4Q,Oki Poké & Ramen,Japanese,135 E 45th St,"40.7532576637017, -73.9739739314382",133,4.0,10017
u1aeWjvebECChpm5IbUUkA,Teri Teri Japanese Restaurant,Japanese,3415 Bergenline Ave,"40.7734299632411, -74.0283109992743",56,3.0,07087
gj6zDB5krFzL90qdmpYVTQ,Ziggle Tofu & Grill,Japanese,37-4 Queens Blvd,"40.74391479991471, -73.92778075669068",97,4.5,11101
6xPlSpyxE3PLJVeRvt2BwQ,Yaya Tea Garden,Japanese,51 Chrystie St,"40.7162999, -73.99496",538,4.0,10002
7qvsMuRypQYg1Ux8kghybg,Kissaki Omakase ,Japanese,319 Bowery,"40.72535, -73.99193",248,4.0,10003
SR4CuXDy20vM25gNb8FdFQ,Matsuyama,Japanese,10 Engle St,"40.8933, -73.97297",60,4.5,07631
XD9XiCUvbvCt7laocvAadw,Hana Asian Bistro,Japanese,150-03 Crossbay Blvd,"40.6699939531997, -73.8424712286242",261,4.0,11417
1HdF0EWIHSeRXGHyx0LxnA,Sushi Yoshi,Japanese,65-07 Fresh Pond Rd,"40.7094797, -73.8985353",14,4.5,11385
dmAQ6J40AR-v08MxpvQT0Q,Izumi Haru Sushi,Japanese,857 9th Ave,"40.76708, -73.98655",12,3.0,10019
9O859_RIFsgQ9VXfUfNebg,Domodachi,Japanese,300 Union Ave,"40.8360032749111, -74.1129330173135",137,4.5,07070
GruO4BzCMQviHdY-2D4QYA,Joe's Kitchen,Japanese,637 Broadway,"40.669, -74.11435",109,4.0,07002
